SIGLA ICAO AERÓDROMO;SIGLA IATA AERÓDROMO;NOME AERÓDROMO;MUNICÍPIO AERÓDROMO;ESTADO AERÓDROMO;PAÍS AERÓDROMO;AERONAVE CRÍTICA;LATITUDE;LONGITUDE
EKVJ;STA;STAUNING VESTJYLLAND AIRPORT;SKJERN;;ILHAS FEROÉ;N/I;55,9901;8,354752
EKYT;AAL;AALBORG AIRPORT;AALBORG;;ILHAS FEROÉ;N/I;57,092778;9,849167
ELLX;LUX;LUXEMBOURG FINDEL AIRPORT;LUXEMBOURG CITY;;LUXEMBURGO;N/I;49,623333;6,204444
ENAL;AES;ÅLESUND AIRPORT;VIGRA-ÅLESUND, MØRE OG ROMSDAL;;NORUEGA;N/I;62,5625;6,119722
ENAN;ANX;ANDØYA AIRPORT;ANDENES-ANDENES, NORDLAND;;NORUEGA;N/I;69,2925;16,144167
ENAT;ALF;ALTA AIRPORT;ALTA, FINNMARK;;NORUEGA;N/I;69,976111;23,371667
ENBL;FDE;FØRDE AIRPORT;BRINGELAND-FØRDE, SOGN OG FJORDANE;;NORUEGA;N/I;61,391111;5,756944
ENBN;BNN;BRØNNØYSUND AIRPOR;BRØNNØY-BRØNNØYSUND, NORDLAND;;NORUEGA;N/I;65,461111;12,2175
ENBO;BOO;BODØ AIRPORT;BODØ, NORDLAND;;NORUEGA;N/I;67,269167;14,365278
ENBR;BGO;BERGEN AIRPORT;FLESLAND, BERGEN, HORDALAND;;NORUEGA;N/I;60,293611;5,218056
ENBS;BJF;BÅTSFJORD AIRPORT;BÅTSFJORD, FINNMARK;;NORUEGA;N/I;70,600278;29,692778
ENBV;BVG;BERLEVÅG AIRPORT;BERLEVÅG, FINNMARK;;NORUEGA;N/I;70,871389;29,034167
ENCN;KRS;KRISTIANSAND AIRPORT;KJEVIK, KRISTIANSAND, VEST-AGDER;;NORUEGA;N/I;58,203889;8,085
ENDU;BDU;BARDUFOSS AIRPORT;BARDUFOSS, TROMS;;NORUEGA;N/I;69,055833;18,540278
ENEV;EVE;HARSTAD/NARVIK AIRPORT;EVENES-EVENES, NORDLAND/TROMS;;NORUEGA;N/I;68,488889;16,678333
ENFG;VDB;FAGERNES AIRPORT;LEIRIN-FAGERNES, OPPLAND;;NORUEGA;N/I;61,015556;9,288056
ENFL;FRO;FLORØ AIRPORT;FLORØ, SOGN OG FJORDANE;;NORUEGA;N/I;61,583611;5,024722
ENGM;OSL;OSLO AIRPORT;GARDERMOEN (NEAR OSLO), AKERSHUS;;NORUEGA;N/I;60,20278;11,083889
ENHA;HMR;HAMAR AIRPORT, STAFSBERG;HAMAR, HEDMARK;;NORUEGA;N/I;60,818056;11,068056
ENHD;HAU;HAUGESUND AIRPORT, KARMØY;HAUGESUND, ROGALAND;;NORUEGA;N/I;59,343333;5,2125
ENHF;HFT;HAMMERFEST AIRPORT;HAMMERFEST, FINNMARK;;NORUEGA;N/I;70,679722;23,668611
ENHK;HAA;HASVIK AIRPORT;HASVIK, FINNMARK;;NORUEGA;N/I;70,486667;22,139722
ENHV;HVG;HONNINGSVÅG AIRPORT, VALAN;HONNINGSVÅG, FINNMARK;;NORUEGA;N/I;71,009722;25,983611
ENKB;KSU;KRISTIANSUND AIRPORT, KVERNBERGET;KRISTIANSUND, MØRE OG ROMSDAL;;NORUEGA;N/I;63,111944;7,826111
ENKR;KKN;KIRKENES AIRPORT, HØYBUKTMOEN;KIRKENES, FINNMARK;;NORUEGA;N/I;69,725;29,887778
ENLI;FAN;FARSUND AIRPORT, LISTA;FARSUND, VEST-AGDER;;NORUEGA;N/I;58,100278;6,625
ENLK;LKN;LEKNES AIRPORT;LEKNES, NORDLAND;;NORUEGA;N/I;68,1525;13,609444
ENMH;MEH;MEHAMN AIRPORT;MEHAMN, FINNMARK;;NORUEGA;N/I;71,028889;27,826389
ENML;MOL;MOLDE AIRPORT, ÅRØ;MOLDE, MØRE OG ROMSDAL;;NORUEGA;N/I;62,744722;7,2625
ENMS;MJF;MOSJØEN AIRPORT, KJÆRSTAD;MOSJØEN, NORDLAND;;NORUEGA;N/I;65,783997;13,214914
ENNA;LKL;LAKSELV AIRPORT, BANAK;LAKSELV, FINNMARK;;NORUEGA;N/I;70,066667;24,973889
ENNK;NVK;NARVIK AIRPORT, FRAMNES;NARVIK, NORDLAND;;NORUEGA;N/I;68,435833;17,388056
ENNM;OSY;NAMSOS AIRPORT;NAMSOS, NORD-TRØNDELAG;;NORUEGA;N/I;64,466667;11,6
ENNO;NTB;NOTODDEN AIRPORT;NOTODDEN, TELEMARK;;NORUEGA;N/I;59,565556;9,212222
ENOL;OLA;ØRLAND MAIN AIR STATION;SØR-TRØNDELAG;;NORUEGA;N/I;63,698908;9,604003
ENOV;HOV;ØRSTA-VOLDA AIRPORT, HOVDEN;ØRSTA/VOLDA, MØRE OG ROMSDAL;;NORUEGA;N/I;62,178611;6,075833
ENRA;MQN;MO I RANA AIRPORT, RØSSVOLL;MO I RANA, NORDLAND;;NORUEGA;N/I;66,363889;14,301667
ENRM;RVK;RØRVIK AIRPORT, RYUM;RØRVIK, NORD-TRØNDELAG;;NORUEGA;N/I;64,838333;11,146111
ENRO;RRS;RØROS AIRPORT;RØROS, SØR-TRØNDELAG;;NORUEGA;N/I;62,578333;11,342222
ENRS;RET;RØST AIRPORT;RØST, NORDLAND;;NORUEGA;N/I;67,527778;12,103333
ENRY;RYG;MOSS AIRPORT, RYGGE;RYGGE, ØSTFOLD;;NORUEGA;N/I;59,378889;10,785556
ENSB;LYR;SVALBARD AIRPORT, LONGYEAR;LONGYEARBYEN, SVALBARD;;NORUEGA;N/I;78,246111;15,465556
ENSD;SDN;SANDANE AIRPORT, ANDA;SANDANE, SOGN OG FJORDANE;;NORUEGA;N/I;61,83;6,105833
ENSG;SOG;SOGNDAL AIRPORT, HAUKÅSEN;SOGNDAL, SOGN OG FJORDANE;;NORUEGA;N/I;61,157222;7,138056
ENSH;SVJ;SVOLVÆR AIRPORT, HELLE;SVOLVÆR, NORDLAND;;NORUEGA;N/I;68,2433;14,6692
ENSK;SKN;STOKMARKNES AIRPORT, SKAGEN;STOKMARKNES, NORDLAND;;NORUEGA;N/I;68,580833;15,026111
ENSN;SKE;SKIEN AIRPORT, GEITERYGGEN;SKIEN, TELEMARK;;NORUEGA;N/I;59,185;9,566944
ENSO;SRP;STORD AIRPORT, SØRSTOKKEN;LEIRVIK, HORDALAND;;NORUEGA;N/I;59,792778;5,339722
ENSR;SOJ;SØRKJOSEN AIRPORT;NORDREISA, TROMS;;NORUEGA;N/I;69,786667;20,959722
ENSS;VAW;VARDØ AIRPORT, SVARTNES;VARDØ, FINNMARK;;NORUEGA;N/I;70,355278;31,045
ENST;SSJ;SANDNESSJØEN AIRPORT, STOKKA;SANDNESSJØEN, NORDLAND;;NORUEGA;N/I;65,956667;12,468889
ENTC;TOS;TROMSØ AIRPORT;TROMSØ, TROMS;;NORUEGA;N/I;69,681389;18,917778
ENTO;TRF;SANDEFJORD AIRPORT, TORP;SANDEFJORD, VESTFOLD;;NORUEGA;N/I;59,186667;10,258611
ENUK;GLL;GOL AIRPORT, KLANTEN;GOL, BUSKERUD;;NORUEGA;N/I;60,790833;9,050556
ENVA;TRD;TRONDHEIM AIRPORT, VÆRNES;STJØRDAL, NORD-TRØNDELAG;;NORUEGA;N/I;63,4575;10,924167
ENVD;VDS;VADSØ AIRPORT;VADSØ, FINNMARK;;NORUEGA;N/I;70,065278;29,844722
ENZV;SVG;STAVANGER AIRPORT, SOLA;STAVANGER, ROGALAND;;NORUEGA;N/I;58,876667;5,637778
EPBY;BZG;BYDGOSZCZ IGNACY JAN PADEREWSKI AIRPORT;BYDGOSZCZ;;POLÔNIA;N/I;53,096667;17,977778
EPGD;GDN;GDAŃSK LECH WAŁĘSA AIRPORT;GDAŃSK;;POLÔNIA;N/I;54,3775;18,466111
EPKK;KRK;JOHN PAUL II INTERNATIONAL AIRPORT KRAKÓW-BALICE;KRAKÓW;;POLÔNIA;N/I;50,077778;19,784722
EPKT;KTW;INTERNATIONAL AIRPORT KATOWICE IN PYRZOWICE;KATOWICE;;POLÔNIA;N/I;50,474167;19,08
EPLB;LUZ;LUBLIN AIRPORT;LUBLIN;;POLÔNIA;N/I;51,240278;22,713611
EPLL;LCJ;ŁÓDŹ WŁADYSŁAW REYMONT AIRPORT (FORMERLY ŁÓDŹ-LUBLINEK AIRPORT);ŁÓDŹ;;POLÔNIA;N/I;51,721944;19,398056
EPMO;WMI;MODLIN AIRPORT;NOWY DWÓR MAZOWIECKI;;POLÔNIA;N/I;52,451111;20,651667
EPNT;QWS;NOWYTARGAIRPORT;NOWYTARG;;POLÔNIA;N/I;49,4625;20,050278
EPOK;QYD;GDYNIA-KOSAKOWO AIRPORT;GDYNIA;;POLÔNIA;N/I;54,579722;18,517222
EPPO;POZ;POZNAŃ-ŁAWICA AIRPORT;POZNAŃ;;POLÔNIA;N/I;52,421111;16,826389
EPRZ;RZE;RZESZÓW-JASIONKA AIRPORT;RZESZÓW;;POLÔNIA;N/I;50,11;22,018889
EPSC;SZZ;SZCZECIN-GOLENIÓW "SOLIDARNOŚĆ" AIRPORT;SZCZECIN;;POLÔNIA;N/I;53,584722;14,902222
EPSY;SZY;SZCZYTNO-SZYMANY INTERNATIONAL AIRPORT;SZCZYTNO;;POLÔNIA;N/I;53,481944;20,937778
EPWA;WAW;WARSAW FREDERIC CHOPIN AIRPORT (OKECIE INTERNATIONAL AIRPORT);WARSAW;;POLÔNIA;N/I;52,165833;20,967222
EPWR;WRO;COPERNICUS AIRPORT WROCŁAW;WROCŁAW;;POLÔNIA;N/I;51,102778;16,885833
EPZG;IEG;ZIELONA GÓRA-BABIMOST AIRPORT;ZIELONA GÓRA;;POLÔNIA;N/I;52,138611;15,798611
ESDF;RNB;RONNEBY AIRPORT (F 17);RONNEBY;;SUÉCIA;N/I;56,266667;15,265
ESGG;GOT;GÖTEBORG-LANDVETTER AIRPORT;GÖTEBORG;;SUÉCIA;N/I;57,66;12,291111
ESGJ;JKG;JÖNKÖPING AIRPORT;JÖNKÖPING;;SUÉCIA;N/I;57,758333;14,071667
ESGL;LDK;LIDKÖPING-HOVBY AIRPORT;LIDKÖPING;;SUÉCIA;N/I;58,465278;13,174167
ESGP;GSE;GÖTEBORG CITY AIRPORT (SÄVE);GÖTEBORG;;SUÉCIA;N/I;57,775556;11,870556
ESGT;THN;TROLLHÄTTAN-VÄNERSBORG AIRPORT;TROLLHÄTTAN/VÄNERSBORG;;SUÉCIA;N/I;58,324167;12,336389
ESKM;MXX;MORA-SILJAN AIRPORT;MORA;;SUÉCIA;N/I;60,958611;14,511111
ESKN;NYO;STOCKHOLM-SKAVSTA AIRPORT;STOCKHOLM/NYKÖPING;;SUÉCIA;N/I;58,788611;16,912222
ESMK;KID;KRISTIANSTAD AIRPORT;KRISTIANSTAD;;SUÉCIA;N/I;55,911944;14,083333
ESMO;OSK;OSKARSHAMN AIRPORT;OSKARSHAMN;;SUÉCIA;N/I;57,350544;16,496433
ESMQ;KLR;KALMAR AIRPORT;KALMAR;;SUÉCIA;N/I;56,685278;16,2875
ESMS;MMX;MALMÖ-STURUP AIRPORT;MALMÖ;;SUÉCIA;N/I;55,53;13,371389
ESMT;HAD;HALMSTAD AIRPORT;HALMSTAD;;SUÉCIA;N/I;56,690833;12,82
ESMX;VXO;VÄXJÖ AIRPORT (KRONOBERG AIRPORT);VÄXJÖ;;SUÉCIA;N/I;56,928889;14,727778
ESND;EVG;SVEG AIRPORT;SVEG;;SUÉCIA;N/I;62,047778;14,422778
ESNG;GEV;GÄLLIVARE AIRPORT;GÄLLIVARE;;SUÉCIA;N/I;67,133056;20,812222
ESNL;LYC;LYCKSELE AIRPORT;LYCKSELE;;SUÉCIA;N/I;64,548056;18,716111
ESNN;SDL;SUNDSVALL-HÄRNÖSAND AIRPORT;SUNDSVALL/HÄRNÖSAND;;SUÉCIA;N/I;62,528056;17,443889
ESNO;OER;ÖRNSKÖLDSVIK AIRPORT;ÖRNSKÖLDSVIK;;SUÉCIA;N/I;63,408333;18,99
ESNQ;KRN;KIRUNA AIRPORT;KIRUNA;;SUÉCIA;N/I;67,822222;20,336667
ESNS;SFT;SKELLEFTEÅ AIRPORT;SKELLEFTEÅ;;SUÉCIA;N/I;64,624722;21,076944
ESNU;UME;UMEÅ AIRPORT;UMEÅ;;SUÉCIA;N/I;63,791944;20,282778
ESNV;VHM;VILHELMINA AIRPORT;VILHELMINA;;SUÉCIA;N/I;64,578889;16,833333
ESNX;AJR;ARVIDSJAUR AIRPORT;ARVIDSJAUR;;SUÉCIA;N/I;65,590278;19,281944
ESNY;SOO;SÖDERHAMN AIRPORT;SÖDERHAMN;;SUÉCIA;N/I;61,3;17,083333
ESNZ;OSD;ÖSTERSUND AIRPORT (F4 FRÖSÖN AIR BASE);ÖSTERSUND;;SUÉCIA;N/I;63,194167;14,501944
ESOE;ORB;ÖREBRO AIRPORT;ÖREBRO;;SUÉCIA;N/I;59,223611;15,038056
ESOH;HFS;HAGFORS AIRPORT;HAGFORS;;SUÉCIA;N/I;60,025;13,580556
ESOK;KSD;KARLSTAD AIRPORT;KARLSTAD;;SUÉCIA;N/I;59,444722;13,3375
ESOW;VST;STOCKHOLM-VÄSTERÅS AIRPORT (HÄSSLÖ, FORMER F1);STOCKHOLM/VÄSTERÅS;;SUÉCIA;N/I;59,589444;16,633611
ESPA;LLA;LULEÅ AIRPORT (KALLAX AIR BASE);LULEÅ;;SUÉCIA;N/I;65,543611;22,121944
ESSA;ARN;STOCKHOLM-ARLANDA AIRPORT;STOCKHOLM;;SUÉCIA;N/I;59,651944;17,918611
ESSB;BMA;STOCKHOLM-BROMMA AIRPORT;STOCKHOLM;;SUÉCIA;N/I;59,354444;17,939722
ESSD;BLE;BORLÄNGE AIRPORT;BORLÄNGE;;SUÉCIA;N/I;60,421944;15,515
ESSF;HLF;HULTSFRED-VIMMERBY AIRPORT;HULTSFRED/VIMMERBY;;SUÉCIA;N/I;57,521392;15,833739
ESSK;GVX;GÄVLE-SANDVIKEN AIRPORT;GÄVLE/SANDVIKEN;;SUÉCIA;N/I;60,594444;16,951111
ESSL;LPI;LINKÖPING-SAAB AIRPORT;LINKÖPING;;SUÉCIA;N/I;58,408333;15,672778
ESST;TYF;TORSBY AIRPORT (FRYKLANDA AIRPORT);TORSBY;;SUÉCIA;N/I;60,154722;12,994444
ESSU;EKT;ESKILSTUNA AIRPORT;ESKILSTUNA;;SUÉCIA;N/I;59,35;16,708333
ESSV;VBY;VISBY AIRPORT;VISBY;;SUÉCIA;N/I;57,662778;18,346111
ESTA;AGH;ÄNGELHOLM-HELSINGBORG AIRPORT;ÄNGELHOLM/HELSINGBORG;;SUÉCIA;N/I;56,296111;12,847222
ESUD;SQO;STORUMAN AIRPORT;STORUMAN;;SUÉCIA;N/I;64,960833;17,96389
ESUP;PJA;PAJALA AIRPORT;PAJALA;;SUÉCIA;N/I;67,245556;23,068889
ESUT;HMV;HEMAVAN AIRPORT;HEMAVAN;;SUÉCIA;N/I;65,806111;15,082778
ETAD;SPM;SPANGDAHLEM AIR BASE;SPANGDAHLEM;;ALEMANHA;N/I;49,975833;6,697222
ETAR;RMS;RAMSTEIN AIR BASE;RAMSTEIN;;ALEMANHA;N/I;49,443889;7,602222
ETHC;ZCN;CELLE AIR BASE;CELLE;;ALEMANHA;N/I;52,591111;10,022222
ETHE;ZPQ;RHEINE-BENTLAGE AIR BASE;RHEINE;;ALEMANHA;N/I;52,292222;7,385
ETHF;FRZ;FRITZLAR AIR BASE;FRITZLAR;;ALEMANHA;N/I;51,116667;9,287222
ETIN;KZG;KITZINGEN AIRPORT (FORMER KITZINGEN ARMY AIRFIELD, CLOSED IN 2007);KITZINGEN, BAVARIA;;ALEMANHA;N/I;49,742778;10,2025
ETMN;FCN;NORDHOLZ NAVAL AIR STATION;NORDHOLZ;;ALEMANHA;N/I;53,767778;8,66
ETNG;GKE;NATO AIR BASE GEILENKIRCHEN;GEILENKIRCHEN;;ALEMANHA;N/I;50,960833;6,0425
ETNL;RLG;ROSTOCK LAAGE AIRPORT;ROSTOCK;;ALEMANHA;N/I;53,918333;12,278333
ETNS;WBG;SCHLESWIG AIR BASE;SCHLESWIG;;ALEMANHA;N/I;54,459444;9,516389
ETNU;FNB;NEUBRANDENBURG AIRPORT;NEUBRANDENBURG;;ALEMANHA;N/I;53,602167;13,306
ETOU;WIE;WIESBADEN ARMY AIRFIELD;WIESBADEN;;ALEMANHA;N/I;50,049444;8,324444
ETSF;FEL;FÜRSTENFELDBRUCK AIR BASE;FÜRSTENFELDBRUCK;;ALEMANHA;N/I;48,206667;11,266389
ETSI;IGS;INGOLSTADT MANCHING AIRPORT;INGOLSTADT;;ALEMANHA;N/I;48,715556;11,533889
EVDA;DGP;DAUGAVPILSINTERNATIONALAIRPORT;DAUGAVPILS;;LETÔNIA;N/I;55,941667;26,668333
EVLA;LPX;LIEPĀJAINTERNATIONALAIRPORT;LIEPĀJA;;LETÔNIA;N/I;56,5175;21,096944
EVRA;RIX;RĪGAINTERNATIONALAIRPORT;RĪGA;;LETÔNIA;N/I;56,923611;23,971111
EVVA;VNT;VENTSPILSINTERNATIONALAIRPORT;VENTSPILS;;LETÔNIA;N/I;57,357778;21,544167
EYKA;KUN;KAUNAS INTERNATIONAL AIRPORT;KAUNAS;;LITUÂNIA;N/I;54,963889;24,084722
EYKL;KLJ;KLAIPĖDA AIRPORT;KLAIPĖDA;;LITUÂNIA;N/I;55,711944;21,242778
EYPA;PLQ;PALANGA INTERNATIONAL AIRPORT;PALANGA;;LITUÂNIA;N/I;55,973333;21,093889
EYPP;PNV;PAJUOSTIS AIRPORT (MILITARY);PAJUOSTIS;;LITUÂNIA;N/I;55,73;24,46
EYSA;SQQ;ŠIAULIAI INTERNATIONAL AIRPORT (CIVIL/MILITARY);ŠIAULIAI;;LITUÂNIA;N/I;55,893889;23,394722
EYVI;VNO;VILNIUS INTERNATIONAL AIRPORT;VILNIUS;;LITUÂNIA;N/I;54,636944;25,287778
FAAB;ALJ;KORTDOORN AIRPORT;ALEXANDER BAY;;ÁFRICA DO SUL;N/I;-28,573333;16,534444
FAAG;AGZ;AGGENEYS AIRPORT;AGGENEYS;;ÁFRICA DO SUL;N/I;-29,281667;18,813611
FABL;BFN;BLOEMFONTEIN AIRPORT;BLOEMFONTEIN;;ÁFRICA DO SUL;N/I;-29,093889;26,303889
FACT;CPT;CAPE TOWN INTERNATIONAL AIRPORT;CAPE TOWN;;ÁFRICA DO SUL;N/I;-33,969444;18,597222
FAEL;ELS;EAST LONDON AIRPORT;EAST LONDON;;ÁFRICA DO SUL;N/I;-33,035;27,821389
FAGC;GCJ;GRAND CENTRAL AIRPORT;JOHANNESBURG;;ÁFRICA DO SUL;N/I;-25,986389;28,14
FAGG;GRJ;GEORGE AIRPORT;GEORGE;;ÁFRICA DO SUL;N/I;-34,006667;22,380833
FAGM;QRA;RAND AIRPORT;JOHANNESBURG;;ÁFRICA DO SUL;N/I;-26,2425;28,151111
FAHL;HLW;HLUHLUWE AIRPORT;HLUHLUWE;;ÁFRICA DO SUL;N/I;-28,008333;32,275
FAHS;HDS;AFB HOEDSPRUIT;HOEDSPRUIT;;ÁFRICA DO SUL;N/I;-24,354722;31,050278
FAKM;KIM;KIMBERLEY AIRPORT;KIMBERLEY;;ÁFRICA DO SUL;N/I;-28,801667;24,763611
FAKN;MQP;KRUGER MPUMALANGA INTERNATIONAL AIRPORT;NELSPRUIT (KRUGER NATIONAL PARK);;ÁFRICA DO SUL;N/I;-25,383333;31,105556
FAKU;KMH;JOHAN PIENAAR AIRPORT;KURUMAN;;ÁFRICA DO SUL;N/I;-27,456667;23,411389
FAKZ;KLZ;KLEINSEE AIRPORT;KLEINSEE;;ÁFRICA DO SUL;N/I;-29,683333;17,093333
FALA;HLA;LANSERIA AIRPORT;LANSERIA;;ÁFRICA DO SUL;N/I;-25,938611;27,926111
FALE;DUR;KING SHAKA INTERNATIONAL AIRPORT;DURBAN;;ÁFRICA DO SUL;N/I;-29,616667;31,108333
FALM;LCD;AFB MAKHADO, SAAF;MAKHADO;;ÁFRICA DO SUL;N/I;-23,16;29,696667
FALY;LAY;LADYSMITH AIRPORT;LADYSMITH;;ÁFRICA DO SUL;N/I;-28,58;29,753333
FAMG;MGH;MARGATE AIRPORT;MARGATE;;ÁFRICA DO SUL;N/I;-30,859444;30,343056
FAMM;MBD;MMABATHO INTERNATIONAL AIRPORT;MMABATHO;;ÁFRICA DO SUL;N/I;-25,8075;25,544444
FANS;NLP;NELSPRUIT AIRPORT;NELSPRUIT;;ÁFRICA DO SUL;N/I;-25,5;30,9138
FAOR;JNB;OR TAMBO INTERNATIONAL AIRPORT;JOHANNESBURG;;ÁFRICA DO SUL;N/I;-26,133333;28,25
FAPA;AFD;PORT ALFRED AIRPORT;PORT ALFRED;;ÁFRICA DO SUL;N/I;-33,554167;26,879722
FAPE;PLZ;PORT ELIZABETH AIRPORT;PORT ELIZABETH;;ÁFRICA DO SUL;N/I;-33,984722;25,610278
FAPH;PHW;HENDRIK VAN ECK AIRPORT;PHALABORWA;;ÁFRICA DO SUL;N/I;-23,936667;31,155
FAPM;PZB;PIETERMARITZBURG AIRPORT;PIETERMARITZBURG;;ÁFRICA DO SUL;N/I;-29,646667;30,398333
FAPN;NTY;PILANESBERG INTERNATIONAL AIRPORT;PILANESBERG (NEAR SUN CITY);;ÁFRICA DO SUL;N/I;-25,333611;27,173333
FAPP;PTG;POLOKWANE INTERNATIONAL AIRPORT;POLOKWANE;;ÁFRICA DO SUL;N/I;-23,845278;29,458611
FARB;RCB;RICHARDS BAY AIRPORT;RICHARDS BAY;;ÁFRICA DO SUL;N/I;-28,740833;32,091944
FASE;GSS;SABI SABI AIRPORT;SABI SABI;;ÁFRICA DO SUL;N/I;-24,945556;31,470278
FASZ;SZK;SKUKUZA AIRPORT;SKUKUZA;;ÁFRICA DO SUL;N/I;-24,960833;31,588611
FAUL;ULD;ULUNDI AIRPORT;ULUNDI;;ÁFRICA DO SUL;N/I;-28,320556;31,416389
FAUP;UTN;UPINGTON AIRPORT;UPINGTON;;ÁFRICA DO SUL;N/I;-28,401111;21,259722
FAUT;UTT;MTHATHA AIRPORT;MTHATHA;;ÁFRICA DO SUL;N/I;-31,546389;28,675278
FAVB;VRU;VRYBURG AIRPORT;VRYBURG;;ÁFRICA DO SUL;N/I;-26,980833;24,728333
FAVG;VIR;VIRGINIA AIRPORT;DURBAN;;ÁFRICA DO SUL;N/I;-29,770556;31,058333
FAWB;PRY;WONDERBOOM AIRPORT;PRETORIA;;ÁFRICA DO SUL;N/I;-25,653611;28,224167
FAWK;WKF;AFB WATERKLOOF, SAAF;TSHWANE;;ÁFRICA DO SUL;N/I;-25,83;28,2225
FBFT;FRW;FRANCISTOWN AIRPORT;FRANCISTOWN;;BOTSUANA;N/I;-21,159444;27,474444
FBGZ;GNZ;GHANZI AIRPORT;GHANZI;;BOTSUANA;N/I;-21,693611;21,657778
FBJW;JWA;JWANENG AIRPORT;JWANENG;;BOTSUANA;N/I;-24,598333;24,698889
FBKE;BBK;KASANE AIRPORT;KASANE;;BOTSUANA;N/I;-17,829722;25,163056
FBKR;KHW;KHWAI RIVER AIRPORT;KHWAI RIVER;;BOTSUANA;N/I;-19,149444;23,787778
FBLO;LOQ;LOBATSE AIRPORT;LOBATSE;;BOTSUANA;N/I;-25,1975;25,713889
FBMN;MUB;MAUN AIRPORT;MAUN;;BOTSUANA;N/I;-19,972;23,431111
FBOR;ORP;ORAPA AIRPORT;ORAPA;;BOTSUANA;N/I;-21,267222;25,317778
FBPY;QPH;PALAPYE AIRPORT;PALAPYE;;BOTSUANA;N/I;-22,563611;27,137778
FBSK;GBE;SIR SERETSE KHAMA INTERNATIONAL AIRPORT;GABORONE;;BOTSUANA;N/I;-24,555278;25,918333
FBSN;SXN;SUA PAN AIRPORT;SUA PAN;;BOTSUANA;N/I;-20,553333;26,115556
FBSP;PKW;SELEBI-PHIKWE AIRPORT;SELEBI-PHIKWE;;BOTSUANA;N/I;-22,057222;27,826944
FBSV;SVT;SAVUTI AIRPORT;SAVUTI;;BOTSUANA;N/I;-18,520556;24,076667
FBSW;SWX;SHAKAWE AIRPORT;SHAKAWE;;BOTSUANA;N/I;-18,374167;21,831111
FBTL;TLD;TULI LODGE AIRPORT;TULI LODGE;;BOTSUANA;N/I;-22,183333;29,116667
FBTS;TBY;TSHABONG AIRPORT;TSHABONG;;BOTSUANA;N/I;-26,034167;22,401389
FCBB;BZV;MAYA-MAYA AIRPORT;BRAZZAVILLE;;CONGO;N/I;-4,2517;15,253031
FCBD;DJM;DJAMBALA AIRPORT;DJAMBALA;;CONGO;N/I;-2,533333;14,75
FCBK;KNJ;KINDAMBA AIRPORT;KINDAMBA;;CONGO;N/I;-3,95;14,516667
FCBL;LCO;LAGUE AIRPORT;LAGUE;;CONGO;N/I;-2,45;14,533333
FCBM;MUY;MOUYONDZI AIRPORT;MOUYONDZI;;CONGO;N/I;-4,014722;13,966389
FCBS;SIB;SIBITI AIRPORT;SIBITI;;CONGO;N/I;-3,746389;13,411389
FCBY;NKY;YOKANGASSI AIRPORT;NKAYI;;CONGO;N/I;-4,216667;13,283333
FCBZ;ANJ;ZANAGA AIRPORT;ZANAGA;;CONGO;N/I;-2,85;13,816667
FCMM;MSX;MOSSENDJO AIRPORT;MOSSENDJO;;CONGO;N/I;-2,95;12,7
FCOB;BOE;BOUNDJI AIRPORT;BOUNDJI;;CONGO;N/I;-1,033333;15,383333
FCOE;EWO;EWO AIRPORT;EWO;;CONGO;N/I;-0,883333;14,8
FCOG;GMM;GAMBOMA AIRPORT;GAMBOMA;;CONGO;N/I;-1,866667;15,866667
FCOI;ION;IMPFONDO AIRPORT;IMPFONDO;;CONGO;N/I;1,589444;18,045
FCOK;KEE;KELLE AIRPORT;KELLE;;CONGO;N/I;-0,083333;14,533333
FCOM;MKJ;MAKOUA AIRPORT;MAKOUA;;CONGO;N/I;-0,016667;15,583333
FCOO;FTX;OWANDO AIRPORT;OWANDO;;CONGO;N/I;-0,531389;15,95
FCOS;SOE;SOUANKE AIRPORT;SOUANKE;;CONGO;N/I;2,066667;14,133333
FCOT;BTB;BETOU AIRPORT;BETOU;;CONGO;N/I;3,05;18,5
FCOU;OUE;OUESSO AIRPORT;OUESSO;;CONGO;N/I;1,615833;16,037778
FCPA;KMK;MAKABANA AIRPORT;MAKABANA;;CONGO;N/I;-3,483333;12,616667
FCPL;DIS;DOLISIE AIRPORT;DOLISIE;;CONGO;N/I;-4,206111;12,659722
FCPP;PNR;POINTE NOIRE AIRPORT;POINTE-NOIRE;;CONGO;N/I;-4,813333;11,885833
FDMS;MTS;MATSAPHA AIRPORT;MANZINI;;SUAZILÂNDIA;N/I;-26,528889;31,3075
FEFC;CRF;CARNOT AIRPORT;CARNOT;;REPÚBLICA CENTRO-AFRICANA;N/I;4,933333;15,9
FEFF;BGF;BANGUI M´POKO INTERNATIONAL AIRPORT;BANGUI;;REPÚBLICA CENTRO-AFRICANA;N/I;4,398475;18,518786
FEFG;BGU;BANGASSOU AIRPORT;BANGASSOU;;REPÚBLICA CENTRO-AFRICANA;N/I;4,785694;22,782639
FEFI;IRO;BIRAO AIRPORT;BIRAO;;REPÚBLICA CENTRO-AFRICANA;N/I;10,237056;22,716361
FEFM;BBY;BAMBARI AIRPORT;BAMBARI;;REPÚBLICA CENTRO-AFRICANA;N/I;5,847111;20,649556
FEFN;NDL;N´DÉLÉ AIRPORT;N´DÉLÉ;;REPÚBLICA CENTRO-AFRICANA;N/I;8,426889;20,635222
